Edad,Nivel_Educativo,Experiencia_Anios,Industria,Ubicación,Género,Horas_Semanales,Sueldo_Anual
39,Doctorado,21,Retail,Latinoamérica,Otro,53,57125.95
55,Licenciatura,31,Salud,Latinoamérica,Otro,39,68446.77
28,Doctorado,5,Retail,Europa,Masculino,33,80442.02
50,Doctorado,27,Finanzas,Latinoamérica,Otro,46,106800.34
33,Máster,13,Manufactura,Europa,Femenino,52,86154.92
29,Licenciatura,10,Retail,Europa,Masculino,60,58514.14
44,Doctorado,22,Retail,Asia,Otro,52,66642.0
38,Doctorado,20,Tecnología,Asia,Femenino,50,110153.02
33,Bachillerato,11,Salud,Europa,Masculino,42,71777.43
60,Licenciatura,38,Educación,Europa,Otro,56,116230.73
32,Doctorado,9,Educación,Latinoamérica,Otro,31,44124.32
65,Licenciatura,42,Salud,Asia,Femenino,37,107408.08
46,Bachillerato,23,Salud,Europa,Otro,45,95462.25
63,Licenciatura,40,Educación,EE.UU.,Otro,47,131259.0
36,Licenciatura,11,Retail,Latinoamérica,Masculino,56,31492.22
28,Licenciatura,7,Manufactura,Latinoamérica,Otro,45,39580.97
22,Bachillerato,3,Retail,EE.UU.,Masculino,55,35205.27
29,Licenciatura,8,Retail,Asia,Otro,36,38323.08
64,Máster,42,Retail,Asia,Femenino,44,76736.56
32,Máster,14,Finanzas,Latinoamérica,Otro,38,78351.29
37,Licenciatura,18,Salud,EE.UU.,Masculino,31,116712.85
64,Licenciatura,45,Educación,Latinoamérica,Otro,46,71846.22
60,Máster,36,Tecnología,EE.UU.,Femenino,51,196019.58
65,Licenciatura,42,Salud,Asia,Femenino,47,114745.87
22,Máster,0,Educación,Asia,Otro,36,40215.46
45,Doctorado,22,Salud,EE.UU.,Otro,49,156685.07
34,Licenciatura,14,Salud,Latinoamérica,Otro,49,50353.23
44,Licenciatura,24,Finanzas,Asia,Masculino,32,106501.11
32,Doctorado,11,Manufactura,EE.UU.,Masculino,57,119892.8
58,Licenciatura,40,Finanzas,Asia,Otro,31,133026.02
62,Bachillerato,43,Retail,EE.UU.,Masculino,45,101538.01
48,Doctorado,25,Retail,Asia,Femenino,49,63808.59
65,Bachillerato,45,Manufactura,Europa,Otro,43,117462.61
24,Bachillerato,4,Retail,Europa,Otro,40,37533.04
28,Bachillerato,7,Retail,Latinoamérica,Masculino,34,23337.26
51,Licenciatura,28,Educación,Asia,Femenino,60,73948.01
60,Doctorado,38,Educación,EE.UU.,Otro,44,145849.41
65,Bachillerato,42,Tecnología,Latinoamérica,Femenino,39,85150.35
58,Máster,37,Finanzas,Europa,Otro,45,213625.67
65,Licenciatura,44,Retail,EE.UU.,Femenino,32,142961.17
28,Máster,4,Retail,Latinoamérica,Masculino,52,29610.13
64,Máster,40,Tecnología,Europa,Otro,58,162271.99
48,Máster,29,Finanzas,Europa,Otro,48,150879.76
48,Bachillerato,30,Finanzas,Latinoamérica,Otro,30,73584.74
61,Máster,40,Educación,EE.UU.,Femenino,44,158028.57
62,Licenciatura,41,Manufactura,EE.UU.,Femenino,35,144728.34
49,Máster,30,Finanzas,Europa,Masculino,57,198079.63
38,Máster,17,Finanzas,Latinoamérica,Femenino,57,71474.47
26,Licenciatura,3,Retail,Europa,Otro,45,43228.71
65,Licenciatura,42,Retail,Asia,Otro,46,70356.02
47,Máster,29,Tecnología,Europa,Otro,48,145376.63
31,Licenciatura,13,Salud,Asia,Masculino,56,67511.52
52,Licenciatura,33,Retail,Asia,Masculino,42,57535.77
55,Máster,35,Finanzas,Asia,Femenino,36,138263.3
41,Máster,22,Salud,Asia,Masculino,51,100719.1
55,Licenciatura,36,Manufactura,EE.UU.,Femenino,50,125536.55
35,Máster,12,Educación,Europa,Otro,53,87209.4
46,Licenciatura,28,Finanzas,Europa,Femenino,40,150723.66
51,Bachillerato,32,Manufactura,Asia,Otro,55,61217.12
36,Doctorado,17,Educación,Europa,Otro,48,114772.17
65,Máster,41,Salud,Asia,Masculino,60,137379.57
40,Doctorado,19,Manufactura,Latinoamérica,Otro,43,60454.09
34,Licenciatura,16,Educación,Asia,Otro,55,58251.23
41,Máster,16,Salud,Latinoamérica,Femenino,53,58002.12
65,Licenciatura,42,Educación,Latinoamérica,Masculino,58,68123.6
43,Bachillerato,20,Retail,Europa,Otro,50,70972.04
39,Licenciatura,18,Retail,Europa,Otro,44,71270.18
57,Máster,39,Manufactura,Latinoamérica,Masculino,49,75724.57
30,Bachillerato,9,Finanzas,Asia,Masculino,32,62643.57
63,Licenciatura,43,Finanzas,EE.UU.,Otro,33,224238.25
49,Máster,26,Salud,Asia,Femenino,30,91276.01
38,Máster,18,Educación,Asia,Femenino,51,57257.96
41,Bachillerato,22,Educación,Latinoamérica,Masculino,31,40941.87
22,Bachillerato,4,Finanzas,Europa,Otro,37,66254.61
27,Licenciatura,2,Educación,EE.UU.,Femenino,58,61442.09
43,Licenciatura,18,Educación,Europa,Masculino,47,87314.84
53,Licenciatura,33,Salud,Asia,Otro,38,100074.75
44,Máster,23,Manufactura,Europa,Masculino,50,121396.97
28,Licenciatura,3,Finanzas,Europa,Femenino,39,87621.08
64,Licenciatura,43,Educación,EE.UU.,Femenino,32,129318.58
43,Licenciatura,23,Salud,EE.UU.,Masculino,59,114108.46
38,Licenciatura,18,Retail,EE.UU.,Masculino,50,90623.71
36,Licenciatura,15,Retail,Europa,Otro,36,64453.33
51,Máster,27,Finanzas,Europa,Femenino,46,153780.89
45,Bachillerato,24,Tecnología,Asia,Masculino,34,73668.04
47,Máster,28,Salud,Europa,Otro,59,159301.05
64,Bachillerato,45,Manufactura,Europa,Masculino,39,119484.02
23,Licenciatura,0,Tecnología,Asia,Femenino,59,52128.25
26,Máster,6,Educación,Latinoamérica,Masculino,60,40949.33
57,Máster,35,Salud,Europa,Otro,31,142752.14
26,Bachillerato,6,Retail,Europa,Masculino,54,43580.92
29,Bachillerato,6,Educación,Europa,Masculino,34,52155.31
58,Licenciatura,35,Educación,Latinoamérica,Otro,32,63801.7
63,Máster,42,Salud,Asia,Otro,58,119601.08
40,Licenciatura,18,Retail,Latinoamérica,Otro,46,35220.66
32,Bachillerato,8,Manufactura,Asia,Femenino,35,32710.01
24,Licenciatura,2,Finanzas,Latinoamérica,Otro,39,46502.6
61,Licenciatura,41,Finanzas,Asia,Femenino,43,127407.55
61,Licenciatura,38,Manufactura,Europa,Masculino,60,142454.11
33,Bachillerato,10,Finanzas,EE.UU.,Masculino,56,96215.02
50,Licenciatura,25,Retail,EE.UU.,Femenino,59,91658.39
50,Doctorado,28,Retail,Asia,Masculino,32,70341.09
33,Máster,10,Retail,EE.UU.,Otro,32,83412.06
27,Máster,4,Tecnología,Latinoamérica,Otro,40,47274.26
57,Bachillerato,36,Retail,Europa,Masculino,49,86839.08
29,Licenciatura,11,Finanzas,EE.UU.,Femenino,46,118396.93
44,Licenciatura,24,Finanzas,EE.UU.,Masculino,42,150864.53
45,Licenciatura,20,Finanzas,Europa,Masculino,44,116939.0
57,Máster,32,Educación,EE.UU.,Otro,42,128783.23
65,Máster,46,Tecnología,Asia,Otro,46,138367.35
52,Licenciatura,29,Finanzas,Asia,Femenino,47,108983.85
48,Máster,30,Educación,Europa,Otro,59,109874.35
52,Doctorado,29,Tecnología,Europa,Femenino,31,189898.89
59,Bachillerato,40,Salud,EE.UU.,Masculino,34,138444.85
51,Licenciatura,27,Manufactura,Asia,Otro,55,64564.64
51,Bachillerato,31,Educación,Europa,Masculino,48,88663.79
52,Máster,29,Educación,EE.UU.,Masculino,56,111952.57
55,Licenciatura,30,Finanzas,Europa,Masculino,49,164680.83
37,Licenciatura,16,Tecnología,EE.UU.,Masculino,46,116668.69
48,Licenciatura,26,Educación,EE.UU.,Masculino,59,114537.73
32,Licenciatura,11,Manufactura,Asia,Masculino,58,47121.88
46,Bachillerato,26,Retail,Europa,Femenino,47,64926.94
35,Licenciatura,12,Manufactura,EE.UU.,Otro,42,90260.72
60,Máster,38,Tecnología,Latinoamérica,Masculino,33,96410.77
65,Licenciatura,40,Educación,Latinoamérica,Masculino,30,56266.8
64,Bachillerato,45,Educación,Europa,Masculino,32,120117.39
55,Máster,36,Educación,EE.UU.,Otro,46,123706.6
56,Doctorado,35,Educación,Asia,Otro,36,81480.22
28,Máster,5,Retail,EE.UU.,Otro,39,74804.61
65,Licenciatura,41,Tecnología,Latinoamérica,Otro,31,89634.67
22,Licenciatura,0,Salud,EE.UU.,Otro,31,77310.33
60,Bachillerato,35,Educación,EE.UU.,Masculino,50,124817.59
47,Máster,22,Finanzas,Latinoamérica,Otro,53,86082.33
37,Doctorado,12,Tecnología,Latinoamérica,Otro,41,67543.2
44,Licenciatura,23,Manufactura,Europa,Masculino,60,84102.52
24,Bachillerato,0,Salud,Latinoamérica,Masculino,47,22509.24
24,Licenciatura,1,Manufactura,Asia,Otro,39,41623.05
54,Licenciatura,32,Manufactura,Asia,Femenino,50,74656.48
26,Máster,2,Retail,Europa,Femenino,52,51567.96
46,Licenciatura,23,Educación,Europa,Femenino,30,93360.8
59,Licenciatura,36,Salud,Europa,Femenino,60,157735.14
58,Doctorado,37,Retail,Europa,Otro,58,104991.09
30,Licenciatura,9,Tecnología,EE.UU.,Masculino,34,93817.82
37,Bachillerato,18,Finanzas,Latinoamérica,Femenino,32,53985.63
41,Máster,19,Manufactura,EE.UU.,Femenino,35,134347.62
64,Licenciatura,43,Finanzas,Europa,Otro,58,175163.76
45,Licenciatura,25,Tecnología,Latinoamérica,Femenino,56,66503.91
47,Máster,27,Finanzas,Asia,Otro,47,125231.72
22,Licenciatura,0,Finanzas,Europa,Femenino,51,68070.24
28,Licenciatura,10,Manufactura,EE.UU.,Masculino,30,73967.22
23,Doctorado,5,Manufactura,Europa,Femenino,56,78951.67
44,Licenciatura,21,Tecnología,Europa,Otro,38,126442.93
60,Licenciatura,36,Educación,Latinoamérica,Femenino,45,64784.17
48,Licenciatura,29,Retail,Europa,Otro,50,87842.77
32,Bachillerato,13,Tecnología,Asia,Otro,32,66156.93
27,Bachillerato,8,Retail,Europa,Femenino,55,46219.41
30,Máster,12,Finanzas,EE.UU.,Femenino,54,129355.04
32,Bachillerato,7,Finanzas,EE.UU.,Masculino,47,76274.52
59,Bachillerato,34,Tecnología,EE.UU.,Femenino,30,168427.27
34,Máster,15,Finanzas,Latinoamérica,Femenino,58,63404.15
30,Bachillerato,6,Educación,Latinoamérica,Masculino,57,26782.5
27,Bachillerato,6,Salud,Europa,Masculino,57,58093.78
24,Bachillerato,3,Retail,Europa,Masculino,45,33244.59
50,Licenciatura,26,Retail,Europa,Femenino,45,88097.24
52,Licenciatura,27,Manufactura,Asia,Masculino,45,73966.55
53,Licenciatura,29,Manufactura,EE.UU.,Femenino,47,128592.3
52,Licenciatura,34,Manufactura,Europa,Femenino,38,107888.92
35,Bachillerato,13,Educación,EE.UU.,Masculino,46,69851.39
51,Bachillerato,30,Manufactura,Latinoamérica,Masculino,54,54753.55
50,Bachillerato,29,Salud,EE.UU.,Otro,31,123078.69
30,Licenciatura,5,Finanzas,Europa,Femenino,39,85577.39
24,Máster,1,Manufactura,EE.UU.,Femenino,40,84826.97
46,Licenciatura,25,Retail,Europa,Masculino,48,69788.56
45,Máster,27,Educación,Asia,Masculino,48,83494.05
56,Licenciatura,38,Educación,Europa,Otro,37,110302.04
51,Máster,26,Retail,Europa,Otro,45,102646.42
58,Bachillerato,39,Salud,EE.UU.,Femenino,32,175768.76
38,Bachillerato,16,Finanzas,Latinoamérica,Otro,52,45203.93
36,Licenciatura,14,Retail,EE.UU.,Femenino,47,81712.12
37,Licenciatura,17,Retail,EE.UU.,Masculino,46,69704.06
60,Licenciatura,38,Finanzas,EE.UU.,Masculino,30,213801.2
52,Licenciatura,33,Salud,Europa,Femenino,37,146057.89
60,Licenciatura,41,Retail,Europa,Femenino,56,97682.99
56,Bachillerato,34,Finanzas,EE.UU.,Masculino,32,188706.46
55,Licenciatura,32,Finanzas,Europa,Otro,35,167808.3
25,Licenciatura,4,Finanzas,Asia,Masculino,33,65347.2
35,Bachillerato,10,Educación,Europa,Masculino,34,55158.01
33,Máster,12,Salud,Europa,Femenino,30,100531.51
25,Licenciatura,2,Finanzas,Europa,Otro,32,84386.06
52,Bachillerato,34,Retail,EE.UU.,Femenino,41,83197.69
30,Máster,6,Manufactura,Asia,Otro,49,59859.1
57,Licenciatura,34,Manufactura,EE.UU.,Masculino,50,145095.06
58,Licenciatura,36,Educación,EE.UU.,Femenino,39,109521.38
36,Licenciatura,13,Educación,Asia,Femenino,36,48474.73
62,Doctorado,42,Tecnología,Europa,Otro,43,204899.97
56,Licenciatura,38,Manufactura,Europa,Femenino,41,107555.81
58,Bachillerato,35,Salud,EE.UU.,Masculino,45,167284.07
36,Licenciatura,16,Retail,Europa,Otro,38,58945.4
38,Máster,13,Finanzas,Asia,Otro,43,83169.74
24,Licenciatura,2,Salud,EE.UU.,Masculino,57,83506.31
36,Máster,18,Salud,EE.UU.,Masculino,60,123911.53
40,Licenciatura,19,Tecnología,Latinoamérica,Femenino,53,68788.29
36,Bachillerato,15,Educación,Europa,Otro,36,70346.6
49,Licenciatura,31,Tecnología,EE.UU.,Otro,50,183737.6
31,Licenciatura,10,Finanzas,Europa,Otro,48,107570.49
64,Doctorado,43,Finanzas,Latinoamérica,Otro,48,139935.53
52,Licenciatura,31,Manufactura,Europa,Otro,48,104440.01
40,Bachillerato,19,Manufactura,Europa,Otro,55,65646.76
64,Licenciatura,40,Tecnología,EE.UU.,Otro,37,198069.12
22,Máster,4,Retail,Latinoamérica,Masculino,37,27536.53
30,Licenciatura,8,Finanzas,Asia,Masculino,53,60560.35
63,Bachillerato,42,Retail,Europa,Otro,30,85587.7
52,Bachillerato,27,Manufactura,Latinoamérica,Otro,36,54014.75
47,Bachillerato,25,Educación,Asia,Otro,31,47989.63
50,Licenciatura,25,Finanzas,Latinoamérica,Femenino,35,68836.49
62,Licenciatura,41,Educación,Latinoamérica,Masculino,57,66537.37
23,Licenciatura,2,Manufactura,EE.UU.,Femenino,42,68488.24
61,Máster,39,Tecnología,Latinoamérica,Femenino,42,98497.21
34,Máster,12,Salud,Asia,Femenino,60,64145.53
23,Licenciatura,5,Retail,Latinoamérica,Masculino,37,27687.61
30,Bachillerato,12,Salud,Europa,Otro,40,73510.33
43,Bachillerato,23,Educación,Europa,Masculino,34,72695.92
35,Bachillerato,17,Finanzas,Asia,Masculino,33,76314.98
65,Licenciatura,46,Tecnología,Europa,Masculino,40,211566.21
53,Licenciatura,28,Tecnología,EE.UU.,Otro,46,142256.7
48,Licenciatura,25,Manufactura,Europa,Masculino,45,104437.5
53,Máster,31,Finanzas,EE.UU.,Femenino,58,208224.92
26,Bachillerato,1,Retail,Asia,Femenino,55,25241.02
36,Máster,16,Finanzas,Asia,Otro,55,102456.52
56,Licenciatura,34,Retail,Europa,Femenino,44,96575.21
28,Licenciatura,3,Salud,Europa,Femenino,41,73727.17
36,Licenciatura,17,Finanzas,EE.UU.,Otro,45,132452.4
64,Licenciatura,44,Finanzas,Europa,Masculino,52,211471.11
41,Bachillerato,16,Educación,Europa,Masculino,49,61774.95
52,Máster,33,Tecnología,Europa,Otro,49,170316.55
62,Máster,42,Retail,EE.UU.,Masculino,59,140142.67
65,Licenciatura,41,Salud,Asia,Masculino,58,122583.74
35,Licenciatura,10,Salud,Asia,Otro,55,59331.0
31,Licenciatura,10,Tecnología,EE.UU.,Masculino,58,109733.74
49,Máster,24,Retail,EE.UU.,Masculino,60,115690.23
22,Bachillerato,0,Retail,Europa,Otro,58,27569.37
55,Licenciatura,36,Finanzas,Europa,Femenino,55,163202.06
54,Licenciatura,31,Educación,EE.UU.,Masculino,56,125372.19
47,Licenciatura,27,Manufactura,Latinoamérica,Femenino,40,62196.28
61,Bachillerato,38,Salud,Latinoamérica,Masculino,60,66427.27
26,Máster,7,Finanzas,Latinoamérica,Otro,37,53536.21
49,Doctorado,24,Educación,EE.UU.,Masculino,47,145717.86
24,Máster,5,Tecnología,Latinoamérica,Femenino,56,55981.89
37,Máster,14,Salud,EE.UU.,Femenino,34,113036.55
22,Licenciatura,0,Educación,EE.UU.,Masculino,41,50881.72
32,Licenciatura,12,Tecnología,Latinoamérica,Femenino,44,60494.36
55,Licenciatura,31,Retail,Asia,Masculino,47,54750.5
35,Máster,11,Educación,Asia,Otro,33,48319.19
56,Licenciatura,38,Retail,Asia,Femenino,34,59606.36
65,Licenciatura,41,Manufactura,EE.UU.,Otro,56,165458.86
52,Máster,31,Salud,Europa,Otro,57,161346.4
36,Licenciatura,11,Educación,Latinoamérica,Femenino,30,33453.55
25,Licenciatura,1,Tecnología,EE.UU.,Masculino,56,81754.79
37,Máster,12,Tecnología,Asia,Otro,58,82600.2
26,Licenciatura,8,Salud,Latinoamérica,Otro,50,40262.79
45,Licenciatura,27,Manufactura,EE.UU.,Otro,53,130594.46
24,Máster,0,Salud,EE.UU.,Femenino,37,94511.26
36,Licenciatura,11,Manufactura,Europa,Masculino,37,68148.36
54,Bachillerato,31,Tecnología,Europa,Otro,44,127051.23
32,Licenciatura,7,Tecnología,EE.UU.,Femenino,58,89799.0
44,Licenciatura,25,Retail,Asia,Otro,31,61313.14
61,Máster,38,Manufactura,Asia,Otro,54,109591.51
26,Bachillerato,6,Tecnología,EE.UU.,Masculino,39,66185.89
58,Licenciatura,40,Finanzas,Latinoamérica,Masculino,36,92508.82
65,Licenciatura,44,Tecnología,Latinoamérica,Femenino,57,99536.6
36,Máster,13,Tecnología,EE.UU.,Masculino,54,115527.24
36,Bachillerato,12,Salud,Asia,Masculino,32,56277.71
54,Máster,35,Finanzas,Asia,Femenino,37,146060.67
54,Licenciatura,30,Retail,Asia,Masculino,59,55526.79
49,Bachillerato,24,Finanzas,Latinoamérica,Masculino,58,61291.16
47,Licenciatura,25,Educación,Latinoamérica,Otro,40,54923.42
42,Bachillerato,19,Finanzas,Europa,Otro,32,90563.92
48,Licenciatura,30,Retail,EE.UU.,Femenino,60,89431.66
65,Doctorado,40,Finanzas,Europa,Masculino,47,210285.4
63,Licenciatura,42,Educación,Asia,Femenino,44,75327.23
61,Licenciatura,40,Manufactura,EE.UU.,Femenino,56,145213.41
32,Doctorado,10,Finanzas,Europa,Otro,43,149554.96
58,Licenciatura,36,Salud,EE.UU.,Otro,40,189946.11
63,Licenciatura,43,Manufactura,Asia,Masculino,46,103590.49
53,Licenciatura,34,Manufactura,Europa,Masculino,49,114475.45
44,Máster,19,Salud,Latinoamérica,Otro,38,72903.9
47,Máster,28,Salud,Asia,Masculino,55,98884.07
60,Licenciatura,36,Manufactura,Asia,Masculino,44,79120.95
41,Doctorado,16,Tecnología,Latinoamérica,Masculino,42,77137.95
32,Licenciatura,7,Manufactura,EE.UU.,Otro,37,68516.84
50,Licenciatura,29,Salud,EE.UU.,Otro,52,131655.95
26,Bachillerato,3,Manufactura,Europa,Femenino,57,45660.7
55,Licenciatura,30,Educación,EE.UU.,Masculino,58,108344.53
63,Máster,42,Retail,Asia,Masculino,54,88672.46
54,Licenciatura,32,Finanzas,Europa,Femenino,48,165598.37
49,Licenciatura,31,Retail,Asia,Femenino,40,68019.19
37,Bachillerato,14,Manufactura,Europa,Femenino,46,73765.89
26,Licenciatura,1,Tecnología,Asia,Masculino,38,43733.89
55,Licenciatura,36,Tecnología,Asia,Masculino,52,110346.17
37,Máster,15,Salud,Asia,Otro,39,77020.94
40,Máster,17,Educación,Asia,Femenino,32,54145.66
54,Bachillerato,35,Salud,Europa,Otro,54,129578.89
22,Bachillerato,3,Salud,EE.UU.,Masculino,35,56650.64
55,Licenciatura,37,Manufactura,Latinoamérica,Femenino,30,57056.44
65,Máster,42,Retail,Latinoamérica,Otro,41,70695.29
52,Licenciatura,30,Finanzas,Europa,Masculino,46,163820.49
35,Licenciatura,16,Salud,Asia,Femenino,40,65051.22
38,Licenciatura,17,Tecnología,Europa,Masculino,33,107932.62
42,Bachillerato,20,Salud,EE.UU.,Otro,50,106218.29
30,Bachillerato,11,Educación,Asia,Otro,36,40861.15
58,Licenciatura,37,Educación,Latinoamérica,Otro,46,51697.56
22,Licenciatura,0,Salud,EE.UU.,Femenino,57,80589.61
57,Licenciatura,33,Finanzas,Asia,Masculino,46,98715.62
45,Licenciatura,22,Manufactura,EE.UU.,Masculino,41,107398.43
26,Licenciatura,6,Manufactura,Latinoamérica,Otro,45,32614.19
53,Licenciatura,34,Salud,Europa,Femenino,31,142583.38
57,Licenciatura,36,Educación,Latinoamérica,Masculino,32,60853.62
63,Licenciatura,43,Finanzas,Asia,Masculino,57,122164.68
40,Licenciatura,20,Salud,EE.UU.,Otro,38,117823.23
30,Licenciatura,7,Tecnología,Asia,Femenino,56,56668.44
41,Licenciatura,22,Finanzas,Latinoamérica,Otro,57,64170.26
36,Licenciatura,12,Tecnología,Asia,Otro,45,66818.52
33,Licenciatura,15,Educación,Asia,Masculino,30,57767.1
36,Doctorado,12,Educación,Asia,Otro,59,68643.7
25,Máster,6,Retail,EE.UU.,Masculino,48,76356.46
39,Doctorado,14,Manufactura,Asia,Masculino,31,74492.34
63,Licenciatura,38,Educación,Asia,Femenino,49,86423.17
33,Máster,11,Salud,EE.UU.,Masculino,56,136274.58
65,Doctorado,46,Tecnología,Europa,Otro,59,221955.48
62,Máster,42,Tecnología,Europa,Masculino,41,212397.2
55,Licenciatura,31,Manufactura,Europa,Femenino,32,126900.73
53,Licenciatura,34,Finanzas,EE.UU.,Masculino,35,192689.08
41,Licenciatura,16,Manufactura,Europa,Masculino,41,75657.15
24,Licenciatura,6,Salud,EE.UU.,Otro,43,86385.32
27,Licenciatura,7,Manufactura,Asia,Otro,55,47861.05
37,Licenciatura,16,Salud,Europa,Otro,52,109700.26
25,Bachillerato,6,Retail,Asia,Otro,43,26603.29
43,Doctorado,24,Educación,EE.UU.,Femenino,43,115127.49
40,Licenciatura,18,Educación,Europa,Femenino,31,68361.2
59,Licenciatura,36,Educación,Europa,Otro,34,94729.67
37,Licenciatura,17,Educación,Asia,Otro,34,49907.02
31,Licenciatura,12,Finanzas,Latinoamérica,Masculino,40,49443.01
42,Licenciatura,24,Tecnología,Europa,Otro,41,119617.0
37,Bachillerato,17,Retail,Europa,Masculino,51,52253.61
58,Doctorado,36,Tecnología,Latinoamérica,Femenino,35,105357.49
60,Máster,42,Finanzas,Europa,Otro,30,236038.73
59,Bachillerato,41,Manufactura,Europa,Otro,55,104776.35
62,Licenciatura,37,Manufactura,Europa,Femenino,51,131140.05
41,Licenciatura,19,Retail,Asia,Otro,55,43600.33
30,Licenciatura,7,Educación,EE.UU.,Masculino,42,60703.89
65,Bachillerato,45,Salud,EE.UU.,Femenino,54,190207.98
32,Licenciatura,7,Educación,Asia,Otro,44,40633.42
59,Bachillerato,40,Manufactura,Latinoamérica,Masculino,42,58267.0
33,Bachillerato,15,Educación,Asia,Femenino,36,46668.73
48,Licenciatura,29,Manufactura,Latinoamérica,Femenino,35,64991.99
34,Licenciatura,13,Retail,EE.UU.,Masculino,58,68347.11
54,Bachillerato,31,Finanzas,Latinoamérica,Masculino,34,77249.9
47,Bachillerato,24,Manufactura,Europa,Masculino,40,84317.46
47,Doctorado,27,Educación,EE.UU.,Masculino,54,152010.67
42,Máster,18,Tecnología,EE.UU.,Masculino,50,139023.64
51,Bachillerato,26,Finanzas,EE.UU.,Otro,51,142642.02
60,Licenciatura,39,Finanzas,Asia,Femenino,32,136039.86
60,Licenciatura,42,Salud,Europa,Otro,48,156331.87
42,Licenciatura,18,Retail,EE.UU.,Masculino,53,77533.74
47,Máster,29,Finanzas,Latinoamérica,Masculino,43,100262.14
53,Licenciatura,28,Retail,Asia,Masculino,32,60432.34
54,Licenciatura,30,Salud,Asia,Masculino,31,96930.25
47,Licenciatura,26,Retail,Asia,Femenino,32,62001.66
38,Licenciatura,18,Salud,EE.UU.,Masculino,60,120696.87
25,Licenciatura,2,Finanzas,Latinoamérica,Masculino,57,46037.16
62,Licenciatura,37,Educación,Europa,Femenino,32,103835.49
50,Licenciatura,25,Finanzas,Europa,Masculino,53,160769.08
48,Licenciatura,30,Finanzas,Latinoamérica,Masculino,49,75399.35
35,Licenciatura,15,Tecnología,Europa,Femenino,34,90382.09
30,Doctorado,5,Salud,Europa,Masculino,59,102762.36
45,Máster,20,Retail,Asia,Femenino,35,63491.8
49,Doctorado,24,Manufactura,Asia,Femenino,51,98515.48
22,Licenciatura,4,Manufactura,Asia,Femenino,60,38000.79
50,Doctorado,25,Tecnología,Latinoamérica,Femenino,53,89938.27
62,Licenciatura,41,Retail,EE.UU.,Otro,54,111650.4
57,Máster,33,Tecnología,EE.UU.,Otro,55,166165.37
29,Licenciatura,11,Manufactura,Asia,Masculino,54,52179.99
55,Bachillerato,33,Salud,EE.UU.,Otro,33,153064.76
45,Licenciatura,21,Manufactura,EE.UU.,Femenino,47,121574.61
38,Licenciatura,20,Salud,EE.UU.,Masculino,30,112651.24
23,Licenciatura,5,Retail,Europa,Masculino,47,48026.29
58,Licenciatura,37,Manufactura,EE.UU.,Otro,51,146048.05
58,Licenciatura,38,Tecnología,Latinoamérica,Masculino,45,100293.2
28,Licenciatura,4,Educación,EE.UU.,Femenino,55,57580.45
51,Bachillerato,28,Retail,EE.UU.,Masculino,36,93130.47
34,Licenciatura,13,Salud,Europa,Otro,57,92996.43
52,Licenciatura,32,Retail,Latinoamérica,Otro,57,54331.88
26,Licenciatura,3,Salud,Latinoamérica,Masculino,52,36835.11
46,Licenciatura,22,Finanzas,EE.UU.,Otro,32,160797.01
58,Licenciatura,40,Retail,Latinoamérica,Otro,56,52740.31
27,Doctorado,7,Manufactura,Latinoamérica,Otro,43,46522.55
58,Licenciatura,35,Manufactura,EE.UU.,Masculino,43,130632.62
46,Doctorado,27,Manufactura,Asia,Otro,57,80149.18
29,Bachillerato,4,Tecnología,Latinoamérica,Otro,41,28616.86
33,Bachillerato,11,Finanzas,EE.UU.,Masculino,44,107870.4
51,Licenciatura,26,Retail,Europa,Masculino,59,78229.59
49,Máster,27,Manufactura,Asia,Femenino,41,76695.12
30,Máster,11,Finanzas,Asia,Masculino,34,90608.8
65,Máster,45,Finanzas,Europa,Otro,58,219275.6
23,Licenciatura,0,Retail,EE.UU.,Femenino,53,44473.69
37,Bachillerato,17,Manufactura,Europa,Masculino,58,80856.41
57,Licenciatura,32,Retail,EE.UU.,Femenino,54,92423.13
39,Licenciatura,16,Manufactura,Asia,Otro,57,64058.38
42,Licenciatura,23,Manufactura,Asia,Femenino,48,60409.93
51,Doctorado,26,Educación,Europa,Femenino,56,118361.71
23,Licenciatura,0,Retail,Europa,Masculino,50,35939.83
25,Bachillerato,7,Educación,EE.UU.,Femenino,45,58589.01
57,Máster,35,Salud,Europa,Masculino,36,140643.52
44,Máster,22,Finanzas,Asia,Otro,59,90059.04
41,Licenciatura,21,Educación,Latinoamérica,Femenino,60,45312.49
63,Máster,42,Educación,EE.UU.,Masculino,36,169475.52
46,Licenciatura,21,Manufactura,Latinoamérica,Otro,32,52998.87
23,Licenciatura,5,Retail,EE.UU.,Masculino,46,52261.0
32,Doctorado,11,Tecnología,Latinoamérica,Masculino,35,75147.64
28,Licenciatura,8,Manufactura,Europa,Otro,58,67133.92
25,Máster,0,Retail,Latinoamérica,Femenino,45,31885.36
45,Licenciatura,22,Finanzas,EE.UU.,Otro,31,157209.58
40,Máster,20,Tecnología,EE.UU.,Femenino,43,151227.26
36,Bachillerato,12,Manufactura,Latinoamérica,Femenino,55,32887.09
35,Licenciatura,15,Tecnología,Latinoamérica,Masculino,31,60785.44
31,Licenciatura,12,Manufactura,Asia,Femenino,52,54281.74
44,Licenciatura,23,Educación,EE.UU.,Otro,46,90705.05
65,Licenciatura,42,Educación,EE.UU.,Otro,51,146236.28
